property_type,places,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,lat,lon
house,Iztacalco,"19.404611,-99.069557",1990455.0,MXN,1972448.71,104870.07,193.0,193.0,543.368238341969,10313.23834,19.404611,-99.069557
apartment,Iztapalapa,"19.372583,-99.122275",420000.0,MXN,416200.5,22128.32,30.0,30.0,737.6106666666667,14000.0,19.372583,-99.122275
house,BenitoJuarez,"19.380273,-99.155793",4991000.0,MXN,4945850.05,262958.24,175.0,175.0,1502.6185142857141,28520.0,19.380273,-99.155793
apartment,BenitoJuarez,"19.378897,-99.140392",1800240.0,MXN,1783954.43,94848.31,50.0,50.0,1896.9661999999998,36004.8,19.378897,-99.140392
house,Coyoacan,"19.3428597732,-99.1332582013",2526700.0,MXN,2504436.41,133154.5,305.0,259.0,436.5721311,9755.598456,19.3428597732,-99.1332582013
apartment,AlvaroObregon,"19.359901,-99.189606",891000.0,MXN,882939.64,46943.65,80.0,80.0,586.795625,11137.5,19.359901,-99.189606
apartment,MiguelHidalgo,"19.441879,-99.167819",607000.0,MXN,601508.8,31980.69,60.0,60.0,533.0115,10116.66667,19.441879,-99.167819
apartment,MiguelHidalgo,"19.407269,-99.190754",1753000.0,MXN,1737553.68,92381.3,65.0,65.0,1421.250769,26969.23077,19.407269,-99.190754
house,AlvaroObregon,"19.367215,-99.222138",3060000.0,MXN,3033037.45,161258.87,190.0,190.0,848.7308947368421,16105.26316,19.367215,-99.222138
house,GustavoAMadero,"19.482945,-99.113471",1950000.0,MXN,1932817.88,102763.0,171.0,171.0,600.953216374269,11403.50877,19.482945,-99.113471
apartment,Cuajimalpa,"23.634501,-102.552788",5807339.0,MXN,5754804.2,305968.27,80.0,80.0,3824.603375,72591.7375,23.634501,-102.552788
apartment,AlvaroObregon,"19.335033,-99.200347",2820872.0,MXN,2795353.5,148621.82,120.0,120.0,1238.5151666666668,23507.26667,19.335033,-99.200347
house,Coyoacan,"19.309208,-99.171906",906666.0,MXN,898463.98,47769.04,90.0,90.0,530.7671111111111,10074.06667,19.309208,-99.171906
apartment,Cuauhtemoc,"19.408904,-99.174556",2039333.0,MXN,2020884.54,107445.28,110.0,110.0,976.7752727272727,18539.39091,19.408904,-99.174556
house,AlvaroObregon,"19.391726,-99.207558",5500000.0,MXN,5450245.5,289775.66,320.0,320.0,905.5489375,17187.5,19.391726,-99.207558
house,AlvaroObregon,"19.337286,-99.235043",8365000.0,MXN,8289327.82,440722.43,285.0,285.0,1546.3944912280701,29350.87719,19.337286,-99.235043
apartment,AlvaroObregon,"19.377369,-99.198052",1120000.0,MXN,1109868.14,59008.86,66.0,66.0,894.0736363636364,16969.69697,19.377369,-99.198052
apartment,Cuauhtemoc,"19.441646,-99.151884",1150000.0,MXN,1139596.67,60589.45,65.0,65.0,932.1453846153846,17692.30769,19.441646,-99.151884
apartment,Coyoacan,"19.303736,-99.163605",2012592.0,MXN,1994385.44,106036.39,63.0,63.0,1683.1173015873017,31945.90476,19.303736,-99.163605
apartment,Cuauhtemoc,"19.4299556,-99.1596735",20000000.0,MXN,19823774.55,1053979.56,350.0,350.0,3011.3701714285717,57142.85714,19.4299556,-99.1596735
apartment,MiguelHidalgo,"19.438032,-99.18863",4000000.0,MXN,3963814.82,210745.93,53.0,53.0,3976.338301886792,75471.69811,19.438032,-99.18863
house,AlvaroObregon,"19.365175,-99.230064",2860000.0,MXN,2834799.62,150719.07,160.0,160.0,941.9941875000001,17875.0,19.365175,-99.230064
house,Iztapalapa,"23.634501,-102.552788",1869000.0,MXN,1852092.36,98471.03,115.0,115.0,856.2698260869565,16252.17391,23.634501,-102.552788
apartment,VenustianoCarranza,"19.44029,-99.088906",1425000.0,MXN,1412443.86,75096.04,82.0,82.0,915.8053658536585,17378.04878,19.44029,-99.088906
apartment,BenitoJuarez,"19.386821,-99.164805",2974327.0,MXN,2947420.41,156706.83,70.0,70.0,2238.669,42490.38571,19.386821,-99.164805
apartment,VenustianoCarranza,"19.410031,-99.088526",675000.0,MXN,668893.64,35563.37,42.0,42.0,846.7469047619048,16071.42857,19.410031,-99.088526
apartment,BenitoJuarez,"23.634501,-102.552788",2900000.0,MXN,2873765.76,152790.8,60.0,60.0,2546.5133333333333,48333.33333,23.634501,-102.552788
apartment,Cuauhtemoc,"19.454722,-99.1573",745000.0,MXN,738435.44,39260.73,75.0,75.0,523.4764,9933.333333,19.454722,-99.1573
apartment,AlvaroObregon,"19.36384,-99.265934",6800000.0,MXN,6738485.18,358268.08,184.0,184.0,1947.1091304347826,36956.52174,19.36384,-99.265934
apartment,BenitoJuarez,"19.366883,-99.172281",2460666.0,MXN,2438984.33,129674.58,113.0,113.0,1147.5626548672567,21775.80531,19.366883,-99.172281
house,GustavoAMadero,"19.471439,-99.086534",1430000.0,MXN,1417063.8,75341.67,10.0,10.0,7534.1669999999995,143000.0,19.471439,-99.086534
house,Cuajimalpa,"19.365132,-99.274853",635000.0,MXN,629255.48,33455.91,80.0,80.0,418.19887500000004,7937.5,19.365132,-99.274853
house,AlvaroObregon,"19.35697,-99.23214",1730000.0,MXN,1714349.82,91147.61,89.0,89.0,1024.1304494382023,19438.20225,19.35697,-99.23214
apartment,VenustianoCarranza,"19.453175,-99.113565",436500.0,MXN,432551.3,22997.65,55.0,55.0,418.13909090909095,7936.363636,19.453175,-99.113565
apartment,MiguelHidalgo,"19.4357968,-99.2096407",1053676.0,USD,19818065.04,1053676.0,245.0,245.0,4300.718367,80890.0613877551,19.4357968,-99.2096407
house,Xochimilco,"19.248274,-99.102362",3200000.0,MXN,3171051.78,168596.74,259.0,259.0,650.952664092664,12355.21236,19.248274,-99.102362
apartment,MiguelHidalgo,"19.400249,-99.177444",1980000.0,MXN,1962553.55,104343.97,127.0,127.0,821.606062992126,15590.55118,19.400249,-99.177444
house,Azcapotzalco,"19.469379,-99.156093",1180000.0,MXN,1169602.62,62184.79,135.0,135.0,460.6280740740741,8740.740741,19.469379,-99.156093
apartment,Cuauhtemoc,"19.4149803,-99.1774462",8000000.0,MXN,7929509.74,421591.82,174.0,174.0,2422.941494,45977.01149,19.4149803,-99.1774462
apartment,BenitoJuarez,"19.39942,-99.141673",1169691.0,MXN,1159109.54,61626.9,75.0,75.0,821.692,15595.88,19.39942,-99.141673
house,MiguelHidalgo,"19.401079,-99.24807",1600000.0,USD,30093600.0,1600000.0,650.0,700.0,2461.538462,2285.714286,19.401079,-99.24807
apartment,BenitoJuarez,"19.368544,-99.163605",1360000.0,MXN,1347696.92,71653.61,67.0,67.0,1069.4568656716417,20298.50746,19.368544,-99.163605
house,Iztacalco,"19.378022,-99.133849",4750000.0,MXN,4707030.06,250260.79,234.0,234.0,1069.4905555555556,20299.1453,19.378022,-99.133849
apartment,Coyoacan,"19.308287,-99.146309",1419000.0,MXN,1406163.33,74762.12,50.0,50.0,1495.2423999999999,28380.0,19.308287,-99.146309
apartment,BenitoJuarez,"19.364891,-99.148384",2667200.0,MXN,2643071.6,140525.38,61.0,61.0,2303.6947540983606,43724.59016,19.364891,-99.148384
apartment,BenitoJuarez,"23.634501,-102.552788",1964500.0,MXN,1946728.46,103502.59,68.0,68.0,1522.0969117647057,28889.70588,23.634501,-102.552788
apartment,Iztapalapa,"19.370822,-99.105239",681000.0,MXN,674839.38,35879.49,58.0,58.0,618.6118965517242,11741.37931,19.370822,-99.105239
apartment,Iztapalapa,"19.309524,-99.069605",821000.0,MXN,813572.95,43255.6,70.0,70.0,617.9371428571428,11728.57143,19.309524,-99.069605
apartment,Cuajimalpa,"19.357350,-99.299792",21000000.0,MXN,20814963.31,1106678.54,555.0,555.0,1994.015387,37837.83784,19.35735,-99.299792
apartment,Cuauhtemoc,"19.44661,-99.160309",1980000.0,MXN,1962088.23,104319.23,80.0,80.0,1303.9903749999999,24750.0,19.44661,-99.160309
house,GustavoAMadero,"19.472291,-99.129577",3020000.0,MXN,2992680.24,159113.18,600.0,600.0,265.1886333333333,5033.333333,19.472291,-99.129577
apartment,BenitoJuarez,"19.39365,-99.14769",3233700.0,MXN,3204447.02,170372.28,74.0,74.0,2302.328108108108,43698.64865,19.39365,-99.14769
apartment,Cuauhtemoc,"19.440749,-99.141649",1510000.0,MXN,1496340.12,79556.59,80.0,80.0,994.457375,18875.0,19.440749,-99.141649
apartment,Tlalpan,"19.287598,-99.14769",2938303.0,MXN,2911722.25,154808.85,84.0,84.0,1842.9625,34979.79762,19.287598,-99.14769
apartment,MiguelHidalgo,"19.444108,-99.202713",7927625.0,MXN,7855909.45,417678.68,243.0,243.0,1718.8423045267489,32623.97119,19.444108,-99.202713
house,AlvaroObregon,"19.390806,-99.195413",26500000.0,MXN,26266501.34,1396522.92,1265.0,860.0,1103.970688,30813.95349,19.390806,-99.195413
apartment,BenitoJuarez,"19.396705,-99.181902",1471600.0,MXN,1458633.21,77551.81,75.0,75.0,1034.0241333333333,19621.33333,19.396705,-99.181902
house,AlvaroObregon,"19.3478581,-99.2076481",8841000.0,MXN,9001274.69,478574.83,288.0,288.0,1661.7181597222223,30697.91667,19.3478581,-99.2076481
apartment,MiguelHidalgo,"19.407269,-99.190754",23900000.0,MXN,23689410.51,1259505.57,400.0,400.0,3148.763925,59750.0,19.407269,-99.190754
apartment,MiguelHidalgo,"19.437045,-99.192255",18000000.0,MXN,17837166.99,948356.7,240.0,240.0,3951.48625,75000.0,19.437045,-99.192255
apartment,AlvaroObregon,"19.333981,-99.233654",1722000.0,MXN,1706826.98,90747.64,91.0,91.0,997.2268131868132,18923.07692,19.333981,-99.233654
apartment,Cuauhtemoc,"19.441707,-99.162394",5000000.0,MXN,4954768.48,263432.41,97.0,97.0,2715.798041237113,51546.39175,19.441707,-99.162394
apartment,MiguelHidalgo,"19.420166,-99.220367",400000.0,USD,7523400.0,400000.0,141.0,141.0,2836.8794326241136,2836.879433,19.420166,-99.220367
apartment,Cuajimalpa,"19.3631419,-99.2880597",7000000.0,MXN,6938320.98,368892.84,139.0,139.0,2653.905324,50359.71223,19.3631419,-99.2880597
apartment,Cuajimalpa,"19.357350,-99.299792",1706400.0,MXN,1690963.33,89904.21,47.0,47.0,1912.8555319148938,36306.38298,19.35735,-99.299792
house,Azcapotzalco,"19.460469,-99.167769",2703000.0,MXN,2678547.82,142411.56,150.0,150.0,949.4104,18020.0,19.460469,-99.167769
apartment,VenustianoCarranza,"19.456993,-99.118637",931000.0,MXN,922577.8,49051.11,56.0,56.0,875.9126785714286,16625.0,19.456993,-99.118637
house,AlvaroObregon,"19.387764,-99.205826",680000.0,MXN,673848.36,35826.8,78.0,78.0,459.31794871794875,8717.948718,19.387764,-99.205826
apartment,AlvaroObregon,"19.390806,-99.195413",4200000.0,MXN,4162005.63,221283.23,135.0,135.0,1639.1350370370371,31111.11111,19.390806,-99.195413
apartment,MiguelHidalgo,"19.407269,-99.190754",6300000.0,MXN,6244488.95,332003.56,126.0,126.0,2634.948889,50000.0,19.407269,-99.190754
apartment,BenitoJuarez,"19.374721,-99.140098",770000.0,MXN,763034.32,40568.59,69.0,69.0,587.9505797101449,11159.42029,19.374721,-99.140098
house,Iztapalapa,"19.359004,-99.092622",479861.0,MXN,475632.73,25288.18,150.0,150.0,168.58786666666666,3199.073333,19.359004,-99.092622
house,MiguelHidalgo,"19.401079,-99.24807",13200000.0,MXN,13083691.21,695626.51,731.0,552.0,951.6094528,23913.04348,19.401079,-99.24807
store,Cuauhtemoc,"19.407011,-99.151322",2098777.0,MXN,2079790.89,110577.18,255.0,255.0,433.63599999999997,8230.498039,19.407011,-99.151322
apartment,BenitoJuarez,"19.380644,-99.179176",2800000.0,MXN,2774670.35,147522.15,93.0,93.0,1586.2596774193548,30107.52688,19.380644,-99.179176
apartment,MiguelHidalgo,"19.431066,-99.18732",19000000.0,MXN,18828120.83,1001043.19,200.0,200.0,5005.21595,95000.0,19.431066,-99.18732
apartment,Iztapalapa,"19.369859,-99.135812",1115000.0,MXN,1104913.23,58745.42,65.0,65.0,903.7756923076922,17153.84615,19.369859,-99.135812
apartment,AlvaroObregon,"19.32926,-99.270241",7000000.0,MXN,6936675.98,368805.38,135.0,135.0,2731.8917037037036,51851.85185,19.32926,-99.270241
apartment,AlvaroObregon,"19.3344433,-99.2063597",4800000.0,MXN,4756577.86,252895.12,130.0,130.0,1945.347077,36589.060461538465,19.3344433,-99.2063597
apartment,Cuauhtemoc,"19.408904,-99.174556",2039333.0,MXN,2020884.54,107445.28,105.0,105.0,1023.288380952381,19422.21905,19.408904,-99.174556
house,MagdalenaContreras,"19.307093,-99.240212",3255000.0,MXN,3225554.3,171494.5,388.0,388.0,441.99613402061857,8389.175258,19.307093,-99.240212
apartment,Coyoacan,"19.3353804658,-99.1962175354",6380000.0,MXN,6323784.08,336219.48,140.0,140.0,2401.567714,45571.42857,19.3353804658,-99.1962175354
house,AlvaroObregon,"19.34667,-99.185144",30000000.0,MXN,29728611.84,1580594.51,700.0,700.0,2257.992157142857,42857.14286,19.34667,-99.185144
house,Tlalpan,"19.288275,-99.167125",6076000.0,MXN,6021034.76,320123.07,340.0,340.0,941.5384411764707,17870.58824,19.288275,-99.167125
apartment,Cuauhtemoc,"19.446256,-99.147767",930667.0,MXN,922247.9,49033.57,70.0,70.0,700.4795714285714,13295.24286,19.446256,-99.147767
apartment,AlvaroObregon,"19.359616,-99.210105",4000000.0,MXN,3963814.82,210745.93,250.0,250.0,842.98372,16000.0,19.359616,-99.210105
apartment,Azcapotzalco,"19.478539,-99.151497",730000.0,MXN,723396.16,38461.13,70.0,70.0,549.4447142857142,10428.57143,19.478539,-99.151497
apartment,Coyoacan,"19.311959,-99.117466",723000.0,MXN,716459.4,38092.32,58.0,58.0,656.7641379310345,12465.51724,19.311959,-99.117466
house,AlvaroObregon,"19.353288,-99.244721",2589000.0,MXN,2565579.08,136405.3,150.0,150.0,909.3686666666666,17260.0,19.353288,-99.244721
apartment,Tlalpan,"19.286619,-99.152534",2680000.0,MXN,2655755.87,141199.77,110.0,110.0,1283.6342727272727,24363.63636,19.286619,-99.152534
house,Cuauhtemoc,"19.429931,-99.170117",5500000.0,MXN,5451537.83,289844.37,220.0,220.0,1317.4744090909091,25000.0,19.429931,-99.170117
apartment,Coyoacan,"19.307417,-99.125191",700000.0,MXN,693667.44,36880.53,70.0,70.0,526.8647142857143,10000.0,19.307417,-99.125191
apartment,MiguelHidalgo,"19.444584,-99.174675",1295000.0,MXN,1283284.95,68228.99,90.0,90.0,758.0998888888889,14388.88889,19.444584,-99.174675
house,Tlalpan,"19.297192,-99.167619",3200000.0,MXN,3171051.78,168596.74,338.0,338.0,498.80692307692306,9467.455621,19.297192,-99.167619
apartment,VenustianoCarranza,"19.428152,-99.106194",1500000.0,MXN,1486430.48,79029.72,67.0,67.0,1179.5480597014925,22388.0597,19.428152,-99.106194
apartment,BenitoJuarez,"19.390748,-99.158695",2500000.0,MXN,2477971.72,131747.44,129.0,129.0,1021.2979844961241,19379.84496,19.390748,-99.158695
apartment,MiguelHidalgo,"19.433077,-99.198212",23990000.0,MXN,23778617.53,1264248.48,418.0,418.0,3024.517895,57392.3445,19.433077,-99.198212
apartment,Cuauhtemoc,"19.409369,-99.171906",4496250.0,MXN,4455575.65,236891.6,47.0,47.0,5040.246808510638,95664.89362,19.409369,-99.171906
house,Azcapotzalco,"19.494743,-99.187828",3500000.0,MXN,3469160.49,184446.42,303.0,303.0,608.7340594059407,11551.15512,19.494743,-99.187828
house,MiguelHidalgo,"19.401079,-99.24807",17200000.0,MXN,17044404.13,906207.52,320.0,650.0,2831.8985,26461.53846,19.401079,-99.24807
house,Cuauhtemoc,"19.417364,-99.159454",5300000.0,MXN,5252054.69,279238.36,100.0,100.0,2792.3835999999997,53000.0,19.417364,-99.159454
house,Cuajimalpa,"19.357350,-99.299792",1350000.0,USD,25391475.0,1350000.0,1180.0,860.0,1144.067797,1569.767442,19.35735,-99.299792
house,AlvaroObregon,"19.32926,-99.270241",1350000.0,USD,25391475.0,1350000.0,1150.0,500.0,1173.913043,2700.0,19.32926,-99.270241
apartment,BenitoJuarez,"19.3934457,-99.1796926",5392344.0,MXN,5343563.31,284103.64,101.0,101.0,2812.907327,53389.54455,19.3934457,-99.1796926
house,Iztapalapa,"19.3635678,-99.1253732",2750000.0,MXN,2725768.82,144922.18,142.0,139.0,1020.578732,19784.17266,19.3635678,-99.1253732
apartment,AlvaroObregon,"19.3736979,-99.1933122",2217985.0,MXN,2197920.49,116857.83,61.0,61.0,1915.702131147541,36360.40984,19.3736979,-99.1933122
apartment,BenitoJuarez,"19.378233,-99.2054",1360000.0,MXN,1347696.92,71653.61,60.0,60.0,1194.2268333333334,22666.66667,19.378233,-99.2054
apartment,Xochimilco,"19.2569823,-99.1221082",811800.0,MXN,804456.09,42770.88,8265.0,8265.0,5.174940108892922,98.22141561,19.2569823,-99.1221082
apartment,MiguelHidalgo,"19.407269,-99.190754",2900000.0,USD,54544650.0,2900000.0,368.0,368.0,7880.434782608696,7880.434783,19.407269,-99.190754
apartment,MiguelHidalgo,"19.444192,-99.166099",872100.0,MXN,864210.7,45947.88,52.0,52.0,883.6130769230768,16771.15385,19.444192,-99.166099
apartment,MiguelHidalgo,"19.401079,-99.24807",18500000.0,MXN,18332644.0,974699.95,438.0,438.0,2225.3423515981735,42237.44292,19.401079,-99.24807
house,VenustianoCarranza,"19.4175426939,-99.0959844591",4500000.0,MXN,4460349.25,237145.4,209.0,442.0,1134.666986,10180.99548,19.4175426939,-99.0959844591
house,GustavoAMadero,"19.506321,-99.119331",3600000.0,MXN,3568279.4,189716.32,305.0,370.0,622.0207213,9729.72973,19.506321,-99.119331
house,GustavoAMadero,"19.453481,-99.057193",631470.0,MXN,625757.47,33269.93,187.0,187.0,177.914064171123,3376.84492,19.453481,-99.057193
house,Iztapalapa,"19.359004,-99.092622",1000000.0,MXN,990953.65,52686.48,80.0,80.0,658.581,12500.0,19.359004,-99.092622
apartment,VenustianoCarranza,"19.443592,-99.121407",898691.0,MXN,890561.03,47348.86,43.0,43.0,1101.1362790697674,20899.7907,19.443592,-99.121407
apartment,Cuauhtemoc,"19.430132,-99.169144",8350000.0,MXN,8274463.46,439932.13,147.0,147.0,2992.7355782312925,56802.72109,19.430132,-99.169144
apartment,Cuauhtemoc,"19.446256,-99.147767",920667.0,MXN,912338.26,48506.7,70.0,70.0,692.952857142857,13152.38571,19.446256,-99.147767
apartment,BenitoJuarez,"19.3689246,-99.17846",8510000.0,MXN,8435016.02,448468.3,177.0,177.0,2533.719209,48079.09605,19.3689246,-99.17846
apartment,Cuauhtemoc,"19.443178,-99.144234",1127000.0,MXN,1116804.71,59377.66,48.0,48.0,1237.0345833333333,23479.16667,19.443178,-99.144234
store,Iztapalapa,"19.359004,-99.092622",10000000.0,MXN,9911887.27,526989.78,36.0,36.0,14638.605,277777.7778,19.359004,-99.092622
apartment,BenitoJuarez,"19.374704,-99.1404",646800.0,MXN,640948.72,34077.61,55.0,55.0,619.5929090909091,11760.0,19.374704,-99.1404
apartment,Tlahuac,"19.316319,-98.970085",560000.0,MXN,555065.54,29511.42,48.0,48.0,614.82125,11666.66667,19.316319,-98.970085
house,Tlalpan,"19.301081,-99.216217",11500000.0,MXN,11395967.83,605894.56,533.0,332.0,1136.762777,34638.55422,19.301081,-99.216217
apartment,Cuauhtemoc,"19.456439,-99.144414",888467.0,MXN,880429.64,46810.2,70.0,70.0,668.7171428571428,12692.38571,19.456439,-99.144414
apartment,BenitoJuarez,"19.3726839,-99.1836755",4150000.0,MXN,4113433.05,218700.75,90.0,90.0,2430.008333333333,46111.11111,19.3726839,-99.1836755
apartment,MiguelHidalgo,"19.407269,-99.190754",1200000.0,USD,22570200.0,1200000.0,250.0,140.0,4800.0,8571.428571,19.407269,-99.190754
house,MiguelHidalgo,"19.409919,-99.2399247",2200000.0,USD,41378700.0,2200000.0,777.0,755.0,2831.402831,2913.907285,19.409919,-99.2399247
house,Xochimilco,"19.235399,-99.122206",4900000.0,MXN,4855673.26,258163.77,340.0,340.0,759.3052058823529,14411.76471,19.235399,-99.122206
apartment,GustavoAMadero,"19.463133,-99.12619",2500000.0,MXN,2477384.14,131716.2,208.0,208.0,633.2509615384616,12019.23077,19.463133,-99.12619
house,Coyoacan,"19.343979,-99.124863",6310000.0,MXN,6252917.98,332451.71,512.0,512.0,649.31974609375,12324.21875,19.343979,-99.124863
apartment,MiguelHidalgo,"19.433846,-99.1905",2477920.0,MXN,2455504.03,130552.89,85.0,85.0,1535.9163529411765,29152.0,19.433846,-99.1905
house,Cuauhtemoc,"19.411494,-99.134083",3456000.0,MXN,3424735.94,182084.48,250.0,250.0,728.33792,13824.0,19.411494,-99.134083
apartment,Azcapotzalco,"19.470041,-99.165638",745333.0,MXN,738590.42,39268.97,90.0,90.0,436.3218888888889,8281.477778,19.470041,-99.165638
apartment,Iztapalapa,"19.329869,-99.085444",360000.0,MXN,356827.9,18971.63,52.0,52.0,364.8390384615385,6923.076923,19.329869,-99.085444
house,Iztapalapa,"19.3430788989,-99.0126105398",2525000.0,MXN,2502751.35,133064.91,354.0,451.0,375.8895763,5598.669623,19.3430788989,-99.0126105398
apartment,Coyoacan,"19.304032,-99.112841",1262667.0,MXN,1251541.28,66541.26,90.0,90.0,739.3473333333333,14029.63333,19.304032,-99.112841
apartment,Coyoacan,"19.328833,-99.133163",2025000.0,MXN,2006681.12,106690.12,60.0,60.0,1778.1686666666667,33750.0,19.328833,-99.133163
house,AlvaroObregon,"19.387308,-99.240573",15500000.0,MXN,15359782.65,816640.49,540.0,540.0,1512.2972037037036,28703.7037,19.387308,-99.240573
apartment,Cuauhtemoc,"19.458551,-99.127184",960000.0,MXN,951315.49,50579.02,62.0,62.0,815.7906451612903,15483.87097,19.458551,-99.127184
apartment,MiguelHidalgo,"19.397061,-99.184722",1840000.0,MXN,1823354.86,96943.13,1200.0,1200.0,80.78594166666667,1533.333333,19.397061,-99.184722
apartment,Tlalpan,"19.269377,-99.215597",4700000.0,MXN,4657482.46,247626.47,188.0,188.0,1317.1620744680852,25000.0,19.269377,-99.215597
apartment,MiguelHidalgo,"19.445816,-99.170462",1139635.0,MXN,1129593.18,60057.59,65.0,65.0,923.9629230769231,17532.84615,19.445816,-99.170462
apartment,BenitoJuarez,"19.364312,-99.153551",1986559.0,MXN,1968587.89,104664.8,70.0,70.0,1495.2114285714285,28379.41429,19.364312,-99.153551
apartment,Cuajimalpa,"19.349999,-99.30079",7813800.0,MXN,7743114.12,411681.64,305.0,305.0,1349.775868852459,25619.01639,19.349999,-99.30079
apartment,BenitoJuarez,"19.381729,-99.164986",6925000.0,MXN,6863981.88,364940.42,264.0,264.0,1382.3500757575757,26231.06061,19.381729,-99.164986
house,Azcapotzalco,"19.509401,-99.203751",2000000.0,MXN,1981907.31,105372.96,170.0,170.0,619.8409411764707,11764.70588,19.509401,-99.203751
house,Azcapotzalco,"19.5070214986,-99.2040706426",1300000.0,MXN,1288239.68,68492.42,67.0,67.0,1022.274925,19227.45791044776,19.5070214986,-99.2040706426
house,Xochimilco,"19.2801523,-99.1122125",3700000.0,MXN,3667398.13,194986.21,128.0,279.0,1523.329766,13261.64875,19.2801523,-99.1122125
apartment,Cuajimalpa,"19.3652461,-99.2010382",4592000.0,MXN,4551538.5,241993.7,104.0,104.0,2326.8625,44153.84615,19.3652461,-99.2010382
store,MiguelHidalgo,"19.4465217737,-99.1838451102",3050000.0,MXN,3023125.56,160731.88,110.0,110.0,1461.1989090909092,27727.27273,19.4465217737,-99.1838451102
apartment,MiguelHidalgo,"19.407269,-99.190754",1590000.0,USD,29905515.0,1590000.0,310.0,240.0,5129.032258,6625.0,19.407269,-99.190754
apartment,BenitoJuarez,"19.381729,-99.164986",3863530.0,MXN,3828579.45,203555.81,101.0,101.0,2015.4040594059406,38252.77228,19.381729,-99.164986
apartment,Cuauhtemoc,"19.409284,-99.174991",7900000.0,MXN,7828534.43,416223.22,101.0,101.0,4121.021980198019,78217.82178,19.409284,-99.174991
apartment,Cuauhtemoc,"19.458768,-99.15678",490000.0,MXN,485567.19,25816.37,22156.0,22156.0,1.1652089727387616,22.1159054,19.458768,-99.15678
apartment,Iztapalapa,"19.365002,-99.01358",950000.0,MXN,941405.86,50052.15,60.0,60.0,834.2025,15833.33333,19.365002,-99.01358
house,Coyoacan,"19.300716,-99.108312",2000000.0,MXN,1981907.31,105372.96,210.0,210.0,501.776,9523.809524,19.300716,-99.108312
house,BenitoJuarez,"19.399375,-99.149986",4688000.0,MXN,4645590.97,246994.23,95.0,95.0,2599.939263157895,49347.36842,19.399375,-99.149986
apartment,BenitoJuarez,"19.363073,-99.158843",3650000.0,MXN,3616981.0,192305.66,85.0,85.0,2262.419529411765,42941.17647,19.363073,-99.158843
house,Tlalpan,"19.281164,-99.20237",3066800.0,MXN,3039056.74,161578.9,100.0,100.0,1615.789,30668.0,19.281164,-99.20237
house,Tlalpan,"19.279492,-99.161427",16000000.0,MXN,15855259.67,842983.74,502.0,502.0,1679.2504780876493,31872.50996,19.279492,-99.161427
apartment,BenitoJuarez,"19.362511,-99.166374",3411600.0,MXN,3380737.59,179745.2,88.0,88.0,2042.559090909091,38768.18182,19.362511,-99.166374
apartment,Cuauhtemoc,"19.446829,-99.159454",1541100.0,MXN,1527520.85,81214.39,47.0,47.0,1727.965744680851,32789.3617,19.446829,-99.159454
apartment,AlvaroObregon,"19.367943,-99.218478",1250000.0,MXN,1238692.07,65858.1,66.0,66.0,997.8500000000001,18939.39394,19.367943,-99.218478
apartment,BenitoJuarez,"19.3654514,-99.1851428",8700000.0,MXN,8621297.28,458372.4,188.0,188.0,2438.1510638297873,46276.59574,19.3654514,-99.1851428
house,AlvaroObregon,"19.320576,-99.20929",3200000.0,USD,60187200.0,3200000.0,1200.0,1600.0,2666.666667,2000.0,19.320576,-99.20929
house,AlvaroObregon,"19.361602,-99.2018891",5000000.0,MXN,4955943.63,263494.89,62.0,212.0,4249.917581,23584.90566,19.361602,-99.2018891
apartment,AlvaroObregon,"19.340691,-99.1906718",5339000.0,MXN,5341868.47,284013.53,114.0,114.0,2491.346754,46858.495350877194,19.340691,-99.1906718
house,GustavoAMadero,"19.546096,-99.130263",1550000.0,MXN,1535978.09,81664.04,300.0,300.0,272.21346666666665,5166.666667,19.546096,-99.130263
house,Coyoacan,"19.3482,-99.158066",10200000.0,MXN,10110124.91,537529.57,212.0,298.0,2535.51684,34228.18792,19.3482,-99.158066
apartment,Cuajimalpa,"19.380698,-99.25985",750000.0,USD,14106375.0,750000.0,394.0,394.0,1903.5532994923858,1903.553299,19.380698,-99.25985
apartment,MiguelHidalgo,"19.407269,-99.190754",8000000.0,MXN,7929509.74,421591.82,176.0,176.0,2395.408068181818,45454.54545,19.407269,-99.190754
house,Coyoacan,"19.306892,-99.105556",4950000.0,MXN,4905220.87,260798.09,260.0,260.0,1003.069576923077,19038.46154,19.306892,-99.105556
apartment,Cuajimalpa,"19.355751,-99.299347",2600000.0,MXN,2576479.55,136984.85,52.0,52.0,2634.3240384615387,50000.0,19.355751,-99.299347
apartment,Cuajimalpa,"19.3870077423,-99.2537411302",13000000.0,MXN,12885453.38,685086.71,448.0,448.0,1529.211406,29017.85714,19.3870077423,-99.2537411302
apartment,VenustianoCarranza,"19.414261,-99.104118",2800000.0,MXN,2774670.35,147522.15,90.0,90.0,1639.135,31111.11111,19.414261,-99.104118
apartment,BenitoJuarez,"19.3638234,-99.1444714",2495000.0,MXN,2540230.68,135057.59,81.0,79.0,1667.377654,31582.27848,19.3638234,-99.1444714
apartment,VenustianoCarranza,"19.4263729473,-99.060831964",607000.0,MXN,601508.8,31980.69,51.0,51.0,627.0723529,11794.290196078433,19.4263729473,-99.060831964
