property_type,places,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,lat,lon
apartment,Cuauhtemoc,"19.4158245484,-99.1765344143",8000000.0,MXN,7929509.74,421591.82,140.0,140.0,3011.370143,57142.85714,19.4158245484,-99.1765344143
apartment,Cuauhtemoc,"19.439858,-99.150241",516000.0,MXN,511453.33,27192.67,50.0,50.0,543.8534,10320.0,19.439858,-99.150241
apartment,Azcapotzalco,"19.504985,-99.208557",460000.0,MXN,455838.66,24235.78,60.0,60.0,403.92966666666666,7666.666667,19.504985,-99.208557
store,GustavoAMadero,"19.486397,-99.117309",4000000.0,USD,75234000.0,4000000.0,500.0,500.0,8000.0,8000.0,19.486397,-99.117309
apartment,Cuajimalpa,"19.3782794,-99.2768399",34920950.0,MXN,34613252.08,1840298.38,426.0,426.0,4319.94924882629,81974.06103,19.3782794,-99.2768399
apartment,Cuauhtemoc,"19.403193,-99.155647",1194735.0,MXN,1183926.98,62946.38,42.0,42.0,1498.7233333333334,28446.07143,19.403193,-99.155647
house,Cuajimalpa,"19.357350,-99.299792",790000.0,USD,14858715.0,790000.0,500.0,500.0,1580.0,1580.0,19.35735,-99.299792
apartment,Iztapalapa,"19.317534,-99.058491",656000.0,MXN,650065.58,34562.33,60.0,60.0,576.0388333333334,10933.33333,19.317534,-99.058491
apartment,Tlalpan,"19.286619,-99.152534",2680000.0,MXN,2655755.87,141199.77,110.0,110.0,1283.6342727272727,24363.63636,19.286619,-99.152534
apartment,Cuauhtemoc,"19.450827,-99.156468",1113600.0,MXN,1103525.91,58671.66,70.0,70.0,838.1665714285715,15908.57143,19.450827,-99.156468
apartment,GustavoAMadero,"19.466393,-99.142185",839000.0,MXN,831409.99,44203.95,45.0,45.0,982.31,18644.44444,19.466393,-99.142185
apartment,Cuauhtemoc,"19.446829,-99.159454",2311800.0,MXN,2290886.77,121800.61,67.0,67.0,1817.919552238806,34504.47761,19.446829,-99.159454
apartment,Cuajimalpa,"19.390415,-99.254997",10600000.0,MXN,10506600.38,558609.16,236.0,236.0,2366.987966101695,44915.25424,19.390415,-99.254997
apartment,Cuauhtemoc,"19.404661,-99.133858",1117655.0,MXN,1107544.35,58885.31,36.0,36.0,1635.7030555555555,31045.97222,19.404661,-99.133858
apartment,AlvaroObregon,"19.36867,-99.218886",1460000.0,MXN,1446792.32,76922.26,86.0,86.0,894.4448837209302,16976.74419,19.36867,-99.218886
house,Iztapalapa,"19.374413,-99.105499",3350000.0,MXN,3319694.98,176499.72,200.0,200.0,882.4986,16750.0,19.374413,-99.105499
house,Tlalpan,"19.298899,-99.208048",3930000.0,MXN,3894448.13,207057.88,300.0,300.0,690.1929333333334,13100.0,19.298899,-99.208048
apartment,Cuauhtemoc,"19.439716,-99.152892",452390.0,MXN,448297.4,23834.83,11.0,11.0,2166.802727272727,41126.36364,19.439716,-99.152892
apartment,AlvaroObregon,"19.3736979,-99.1933122",2906381.0,MXN,2880771.92,153163.3,60.0,60.0,2552.7216666666664,48439.68333,19.3736979,-99.1933122
house,Cuauhtemoc,"19.553321,-99.137827",2070000.0,MXN,2051760.58,109086.88,144.0,144.0,757.5477777777778,14375.0,19.553321,-99.137827
apartment,Coyoacan,"19.305984,-99.127341",2037000.0,MXN,2018572.6,107322.36,90.0,90.0,1192.4706666666666,22633.33333,19.305984,-99.127341
apartment,Cuajimalpa,"19.366934,-99.291958",1950000.0,MXN,1932359.71,102738.64,92.0,92.0,1116.7243478260868,21195.65217,19.366934,-99.291958
apartment,GustavoAMadero,"19.490054,-99.093551",720000.0,MXN,713655.8,37943.26,59.0,59.0,643.1061016949153,12203.38983,19.490054,-99.093551
apartment,MiguelHidalgo,"19.442027,-99.185897",4200000.0,MXN,4162005.63,221283.23,90.0,90.0,2458.7025555555556,46666.66667,19.442027,-99.185897
house,Tlalpan,"19.288275,-99.167125",3744400.0,MXN,3710526.96,197279.26,360.0,598.0,547.9979444,6261.538462,19.288275,-99.167125
house,Tlalpan,"19.271481,-99.175369",2000000.0,USD,37617000.0,2000000.0,640.0,630.0,3125.0,3174.603175,19.271481,-99.175369
house,BenitoJuarez,"19.386795,-99.189358",6599900.0,MXN,6541746.39,347807.98,220.0,220.0,1580.9453636363635,29999.54545,19.386795,-99.189358
apartment,MiguelHidalgo,"19.432657,-99.177444",3960000.0,MXN,3924176.66,208638.47,82.0,82.0,2544.3715853658537,48292.68293,19.432657,-99.177444
apartment,BenitoJuarez,"19.394358,-99.177444",7900000.0,MXN,7828534.43,416223.22,150.0,150.0,2774.8214666666663,52666.66667,19.394358,-99.177444
apartment,Iztacalco,"19.399226,-99.134352",636000.0,MXN,630246.5,33508.6,70.0,70.0,478.6942857142857,9085.714286,19.399226,-99.134352
apartment,Cuauhtemoc,"19.446829,-99.159454",1980000.0,MXN,1962088.23,104319.23,85.0,85.0,1227.2850588235294,23294.11765,19.446829,-99.159454
house,AlvaroObregon,"19.3443,-99.233696",3700000.0,MXN,3666528.8,194939.99,300.0,300.0,649.7999666666666,12333.33333,19.3443,-99.233696
apartment,BenitoJuarez,"19.386821,-99.164805",3110000.0,MXN,3081866.01,163854.96,50.0,50.0,3277.0991999999997,62200.0,19.386821,-99.164805
house,Tlalpan,"19.275882,-99.148657",8900000.0,MXN,8819488.09,468909.7,519.0,519.0,903.4868978805396,17148.36224,19.275882,-99.148657
apartment,MiguelHidalgo,"19.402944,-99.199727",1139400.0,MXN,1129092.49,60030.97,70.0,70.0,857.5852857142858,16277.14286,19.402944,-99.199727
apartment,Cuajimalpa,"19.357350,-99.299792",3735000.0,MXN,3701212.05,196784.01,83.0,83.0,2370.891686746988,45000.0,19.35735,-99.299792
apartment,Iztacalco,"19.381259203,-99.1038592905",820000.0,MXN,812774.71,43213.16,80.0,80.0,540.1645,10250.0,19.381259203,-99.1038592905
apartment,Tlahuac,"19.2990233,-99.0436467",1509832.0,MXN,1496528.39,79566.6,117.0,117.0,680.0564102564103,12904.54701,19.2990233,-99.0436467
apartment,AlvaroObregon,"19.38499,-99.227853",2400000.0,MXN,2378288.93,126447.56,80.0,80.0,1580.5945,30000.0,19.38499,-99.227853
house,Coyoacan,"19.3439785,-99.1248628",5800000.0,MXN,5748894.57,305654.07,285.0,512.0,1072.470421,11328.125,19.3439785,-99.1248628
house,Azcapotzalco,"19.503164,-99.174332",2550000.0,MXN,2526931.94,134350.53,180.0,180.0,746.3918333333334,14166.66667,19.503164,-99.174332
apartment,AlvaroObregon,"19.339581,-99.197517",6700000.0,MXN,6639389.96,352999.44,210.0,210.0,1680.9497142857142,31904.7619,19.339581,-99.197517
apartment,GustavoAMadero,"19.5235528917,-99.1558814049",619000.0,MXN,613400.29,32612.93,58.0,58.0,562.2918966,10575.867068965517,19.5235528917,-99.1558814049
apartment,BenitoJuarez,"19.380798,-99.18286",3450000.0,MXN,3418790.19,181768.36,108.0,108.0,1683.0403703703703,31944.44444,19.380798,-99.18286
apartment,MiguelHidalgo,"19.4264,-99.223349",12500000.0,MXN,12386921.49,658581.04,190.0,190.0,3466.2160000000003,65789.47368,19.4264,-99.223349
house,Xochimilco,"19.2686525172,-99.1396057606",2550000.0,MXN,2527531.18,134382.39,279.0,160.0,481.6573118,15937.5,19.2686525172,-99.1396057606
apartment,Azcapotzalco,"19.47517,-99.152534",2361198.0,MXN,2339837.96,124403.22,63.0,63.0,1974.6542857142858,37479.33333,19.47517,-99.152534
house,Tlahuac,"19.2963642,-99.023599",760000.0,MXN,753124.69,40041.72,130.0,130.0,308.0132308,5793.266846153846,19.2963642,-99.023599
apartment,Coyoacan,"19.354509,-99.149765",10000000.0,MXN,9909537.15,526864.83,293.0,293.0,1798.1734812286688,34129.69283,19.354509,-99.149765
house,Cuauhtemoc,"19.4468279,-99.1594532",21000000.0,MXN,20814963.31,1106678.54,870.0,800.0,1272.044299,26250.0,19.4468279,-99.1594532
house,Cuauhtemoc,"19.413992,-99.138695",1420000.0,MXN,1407154.16,74814.8,140.0,140.0,534.3914285714286,10142.85714,19.413992,-99.138695
apartment,BenitoJuarez,"19.383915,-99.173846",2774618.0,MXN,2749517.93,146184.86,52.0,52.0,2811.2473076923075,53358.03846,19.383915,-99.173846
apartment,Cuauhtemoc,"19.417364,-99.159454",7150000.0,MXN,7085319.0,376708.35,117.0,117.0,3219.729487,61111.11111,19.417364,-99.159454
house,Coyoacan,"19.3163928,-99.1028813",1950000.0,MXN,1932359.71,102738.64,68.0,68.0,1510.862353,28417.05455882353,19.3163928,-99.1028813
apartment,Cuauhtemoc,"19.446256,-99.147767",930666.0,MXN,922246.77,49033.51,70.0,70.0,700.4787142857143,13295.22857,19.446256,-99.147767
house,Coyoacan,"19.2976171,-99.1575957",8600000.0,MXN,8524223.04,453211.21,211.0,300.0,2147.920427,28666.66667,19.2976171,-99.1575957
apartment,MiguelHidalgo,"19.401366,-99.18064",1923334.0,MXN,1905934.89,101333.7,80.0,80.0,1266.6712499999999,24041.675,19.401366,-99.18064
house,BenitoJuarez,"19.391673,-99.140788",2350000.0,MXN,2328741.13,123813.23,100.0,100.0,1238.1323,23500.0,19.391673,-99.140788
apartment,BenitoJuarez,"19.40099,-99.161174",4746300.0,MXN,4703363.53,250065.85,108.0,108.0,2315.424537037037,43947.22222,19.40099,-99.161174
apartment,AlvaroObregon,"19.390806,-99.195413",11100000.0,MXN,11002194.76,584958.65,201.0,201.0,2910.242039800995,55223.8806,19.390806,-99.195413
apartment,GustavoAMadero,"19.482945,-99.113471",350000.0,MXN,346916.01,18444.64,11.0,43.0,1676.785455,8139.534884,19.482945,-99.113471
apartment,GustavoAMadero,"19.518489,-99.129307",830270.0,MXN,822759.02,43744.0,47.0,47.0,930.7234042553191,17665.31915,19.518489,-99.129307
apartment,Iztacalco,"19.396727,-99.115875",1475000.0,MXN,1461656.68,77712.56,55.0,55.0,1412.9556363636364,26818.18182,19.396727,-99.115875
apartment,Coyoacan,"19.348122,-99.125716",1684661.0,MXN,1669421.01,88758.86,75.0,75.0,1183.4514666666666,22462.14667,19.348122,-99.125716
apartment,Iztapalapa,"19.359004,-99.092622",623645.0,MXN,618003.29,32857.66,55.0,55.0,597.412,11339.0,19.359004,-99.092622
house,Tlalpan,"19.284221,-99.168132",1130000.0,USD,21253605.0,1130000.0,484.0,484.0,2334.710743801653,2334.710744,19.284221,-99.168132
house,Iztacalco,"19.379943,-99.123549",2098347.0,MXN,2079364.68,110554.52,74.0,74.0,1493.98,28356.04054,19.379943,-99.123549
apartment,Cuajimalpa,"19.38974,-99.253023",16900000.0,MXN,16747117.92,890401.57,305.0,305.0,2919.349409836065,55409.83607,19.38974,-99.253023
house,MiguelHidalgo,"19.4037619,-99.2513326",760000.0,USD,14294460.0,760000.0,500.0,480.0,1520.0,1583.333333,19.4037619,-99.2513326
apartment,VenustianoCarranza,"19.4526892,-99.1179867",1750000.0,MXN,1734168.9,92201.34,77.0,77.0,1197.42,22727.27273,19.4526892,-99.1179867
house,Coyoacan,"19.304039,-99.163035",2450000.0,MXN,2427836.53,129081.88,187.0,187.0,690.2774331550802,13101.60428,19.304039,-99.163035
apartment,BenitoJuarez,"19.39912,-99.141464",4300500.0,MXN,4261596.45,226578.22,74.0,74.0,3061.8678378378377,58114.86486,19.39912,-99.141464
house,Iztapalapa,"19.379581,-99.127742",2081620.0,MXN,2062788.94,109673.23,161.0,161.0,681.2001863354037,12929.31677,19.379581,-99.127742
apartment,BenitoJuarez,"19.39365,-99.14769",2898656.0,MXN,2872433.93,152719.99,62.0,62.0,2463.2256451612902,46752.51613,19.39365,-99.14769
apartment,VenustianoCarranza,"19.424719,-99.06065",700000.0,MXN,693667.44,36880.53,51.0,51.0,723.1476470588235,13725.4902,19.424719,-99.06065
apartment,Cuauhtemoc,"19.405298,-99.164986",2969350.0,MXN,2942488.44,156444.61,52.0,52.0,3008.550192307692,57102.88462,19.405298,-99.164986
house,BenitoJuarez,"19.39365,-99.14769",5817600.0,MXN,5764972.26,306508.88,526.0,526.0,582.7165019011406,11060.07605,19.39365,-99.14769
apartment,MiguelHidalgo,"19.401819,-99.184615",1381000.0,MXN,1368507.02,72760.03,75.0,75.0,970.1337333333333,18413.33333,19.401819,-99.184615
apartment,MiguelHidalgo,"23.634501,-102.552788",2174208.0,USD,40893591.16,2174208.0,340.0,340.0,6394.729411764706,6394.729412,23.634501,-102.552788
house,AlvaroObregon,"19.3633984,-99.2178363",4650000.0,MXN,4609027.43,245050.24,200.0,238.0,1225.2512,19537.81513,19.3633984,-99.2178363
house,Coyoacan,"19.339132,-99.141564",4500000.0,MXN,4459291.65,237089.17,190.0,190.0,1247.8377368421054,23684.21053,19.339132,-99.141564
apartment,VenustianoCarranza,"19.443592,-99.121407",898691.0,MXN,890561.03,47348.86,43.0,43.0,1101.1362790697674,20899.7907,19.443592,-99.121407
apartment,Cuajimalpa,"19.3935344356,-99.2650692265",20000000.0,MXN,19823774.55,1053979.56,390.0,271.0,2702.511692,73800.73801,19.3935344356,-99.2650692265
apartment,BenitoJuarez,"19.388044,-99.185753",770000.0,MXN,763034.32,40568.59,63.0,63.0,643.945873015873,12222.22222,19.388044,-99.185753
apartment,Tlahuac,"19.2833321409,-99.0550169349",148500.0,MXN,147156.57,7823.94,49.0,49.0,159.6722449,3030.612245,19.2833321409,-99.0550169349
apartment,AlvaroObregon,"19.33923,-99.218987",3550000.0,MXN,3517885.6,187037.01,100.0,100.0,1870.3701,35500.0,19.33923,-99.218987
house,Tlalpan,"19.3008,-99.193624",12980000.0,MXN,12865629.6,684032.73,252.0,252.0,2714.415595238095,51507.93651,19.3008,-99.193624
house,GustavoAMadero,"19.500344,-99.097421",1570000.0,MXN,1556166.19,82737.39,126.0,126.0,656.6459523809524,12460.31746,19.500344,-99.097421
house,Iztapalapa,"19.31725,-99.079622",1115500.0,MXN,1105408.83,58771.77,200.0,200.0,293.85884999999996,5577.5,19.31725,-99.079622
apartment,BenitoJuarez,"19.3638234,-99.1444714",2295000.0,MXN,2336604.97,124231.33,83.0,79.0,1496.763012,29050.63291,19.3638234,-99.1444714
house,Coyoacan,"19.339791,-99.145942",4900000.0,MXN,4855673.26,258163.77,176.0,176.0,1466.8396022727272,27840.90909,19.339791,-99.145942
apartment,MiguelHidalgo,"19.4332386,-99.1933503",1364000.0,USD,25654794.0,1364000.0,200.0,200.0,6820.0,6820.0,19.4332386,-99.1933503
apartment,BenitoJuarez,"19.371992,-99.157853",5485300.0,MXN,5436967.45,289069.7,126.0,152.0,2294.203968,36087.5,19.371992,-99.157853
apartment,BenitoJuarez,"19.381729,-99.164986",4828156.0,MXN,4784479.14,254378.56,118.0,118.0,2155.7505084745762,40916.57627,19.381729,-99.164986
house,MagdalenaContreras,"19.3251419,-99.2229219",14000000.0,MXN,13876642.15,737785.69,302.0,484.0,2442.998974,28925.61983,19.3251419,-99.2229219
house,VenustianoCarranza,"19.428152,-99.106194",1182000.0,MXN,1171585.03,62290.19,121.0,187.0,514.7949587,6320.855615,19.428152,-99.106194
apartment,MiguelHidalgo,"19.444366,-99.202733",9403995.0,MXN,9318923.92,495463.43,288.0,288.0,1720.3591319444445,32652.76042,19.444366,-99.202733
apartment,Azcapotzalco,"19.472155,-99.161186",1775000.0,MXN,1758942.7,93518.5,65.0,65.0,1438.746153846154,27307.69231,19.472155,-99.161186
apartment,BenitoJuarez,"19.382956,-99.145972",1475000.0,MXN,1461656.68,77712.56,60.0,60.0,1295.2093333333332,24583.33333,19.382956,-99.145972
house,MiguelHidalgo,"19.423365,-99.224539",6472000.0,MXN,6413452.48,340986.92,300.0,300.0,1136.6230666666665,21573.33333,19.423365,-99.224539
apartment,BenitoJuarez,"19.40099,-99.161174",2323333.0,MXN,2302861.39,122437.27,175.0,175.0,699.6415428571429,13276.18857,19.40099,-99.161174
house,MiguelHidalgo,"19.407269,-99.190754",24900000.0,MXN,24680599.27,1312204.55,1778.0,700.0,738.0228065,35571.42857,19.407269,-99.190754
house,MiguelHidalgo,"19.422113,-99.181889",2870000.0,MXN,2844711.51,151246.06,230.0,230.0,657.5915652173913,12478.26087,19.422113,-99.181889
apartment,AlvaroObregon,"19.333981,-99.233654",1722000.0,MXN,1706826.98,90747.64,91.0,91.0,997.2268131868132,18923.07692,19.333981,-99.233654
apartment,Iztacalco,"19.383966,-99.101121",562000.0,MXN,556915.92,29609.8,55.0,55.0,538.36,10218.18182,19.383966,-99.101121
house,Xochimilco,"19.274469,-99.145755",4137334.0,MXN,4099906.54,217981.58,250.0,250.0,871.9263199999999,16549.336,19.274469,-99.145755
apartment,BenitoJuarez,"19.391819,-99.188639",2469517.0,MXN,2447176.94,130110.16,105.0,105.0,1239.144380952381,23519.20952,19.391819,-99.188639
house,Coyoacan,"19.310925,-99.126762",1798667.0,MXN,1782395.59,94765.43,100.0,100.0,947.6542999999999,17986.67,19.310925,-99.126762
apartment,AlvaroObregon,"19.378786,-99.208595",1200000.0,MXN,1189426.4,63238.77,82.0,82.0,771.2045122,14634.14634,19.378786,-99.208595
apartment,BenitoJuarez,"19.380644,-99.179176",500000.0,MXN,495476.82,26343.24,41.0,41.0,642.5180488,12195.12195,19.380644,-99.179176
apartment,Azcapotzalco,"19.484102,-99.184360",735200.0,MXN,728549.12,38735.1,57.0,57.0,679.5631578947368,12898.24561,19.484102,-99.18436
apartment,Coyoacan,"19.348122,-99.125716",1648660.0,MXN,1633745.61,86862.09,85.0,85.0,1021.9069411764706,19396.0,19.348122,-99.125716
apartment,MiguelHidalgo,"19.452301,-99.207422",750000.0,MXN,743215.24,39514.86,56.0,56.0,705.6225000000001,13392.85714,19.452301,-99.207422
apartment,AlvaroObregon,"19.337386,-99.205912",5200000.0,MXN,5154181.27,274034.68,126.0,126.0,2174.878412698413,41269.84127,19.337386,-99.205912
house,Iztapalapa,"19.362488,-99.108269",2570500.0,MXN,2547246.44,135430.6,265.0,250.0,511.0588679,10282.0,19.362488,-99.108269
apartment,AlvaroObregon,"19.355921,-99.180214",5876400.0,MXN,5823240.43,309606.85,105.0,105.0,2948.6366666666663,55965.71429,19.355921,-99.180214
apartment,AlvaroObregon,"19.341894,-99.224525",2969000.0,MXN,2942141.61,156426.17,91.0,91.0,1718.9689010989011,32626.37363,19.341894,-99.224525
apartment,BenitoJuarez,"19.373185,-99.151934",3750000.0,MXN,3716076.4,197574.31,152.0,152.0,1299.8309868421052,24671.05263,19.373185,-99.151934
house,MiguelHidalgo,"19.399689,-99.188522",550000.0,MXN,545153.65,28984.43,40.0,40.0,724.61075,13750.0,19.399689,-99.188522
house,Iztapalapa,"19.323864,-99.055725",972000.0,MXN,963206.98,51211.26,57.0,57.0,898.4431578947368,17052.63158,19.323864,-99.055725
apartment,BenitoJuarez,"19.403561,-99.156308",4000000.0,MXN,3963814.82,210745.93,102.0,102.0,2066.1365686274507,39215.68627,19.403561,-99.156308
apartment,Cuauhtemoc,"19.41498,-99.177444",3150000.0,MXN,3121504.17,165962.42,80.0,80.0,2074.5302500000003,39375.0,19.41498,-99.177444
apartment,MiguelHidalgo,"19.407269,-99.190754",11800000.0,MXN,11696026.97,621847.94,223.0,223.0,2788.555784753363,52914.79821,19.407269,-99.190754
apartment,BenitoJuarez,"19.395268,-99.175265",7000000.0,MXN,6938320.98,368892.84,110.0,110.0,3353.571272727273,63636.36364,19.395268,-99.175265
house,AlvaroObregon,"19.390806,-99.195413",38000000.0,MXN,37656241.67,2002086.38,1200.0,1200.0,1668.4053166666665,31666.66667,19.390806,-99.195413
house,Tlalpan,"19.2998407,-99.1927294",7500000.0,MXN,7433915.36,395242.33,422.0,191.0,936.5931991,39267.01571,19.2998407,-99.1927294
apartment,AlvaroObregon,"19.368697,-99.208668",761172.0,MXN,754286.11,40103.47,90.0,90.0,445.59411111111115,8457.466667,19.368697,-99.208668
apartment,Cuauhtemoc,"19.446313,-99.14006",405100.0,MXN,401435.26,21343.29,66.0,66.0,323.3831818181818,6137.878788,19.446313,-99.14006
house,Tlahuac,"19.3116278,-99.0477689",1650000.0,MXN,1635461.33,86953.31,202.0,170.0,430.4619307,9705.882353,19.3116278,-99.0477689
apartment,Cuajimalpa,"19.382275,-99.270241",5050000.0,MXN,5005502.9,266129.83,103.0,103.0,2583.784757,48597.115533980585,19.382275,-99.270241
apartment,BenitoJuarez,"19.399815,-99.150806",2280000.0,MXN,2259374.44,120125.18,80.0,80.0,1501.56475,28500.0,19.399815,-99.150806
apartment,Cuauhtemoc,"19.441234,-99.136622",1184000.0,MXN,1173289.08,62380.79,58.0,58.0,1075.5308620689655,20413.7931,19.441234,-99.136622
house,MagdalenaContreras,"19.313719,-99.231792",1970000.0,MXN,1952178.79,103792.37,98.0,98.0,1059.1058163265307,20102.04082,19.313719,-99.231792
apartment,BenitoJuarez,"19.392185,-99.135357",969437.0,MXN,960667.08,51076.22,70.0,70.0,729.6602857142857,13849.1,19.392185,-99.135357
apartment,BenitoJuarez,"19.380644,-99.179176",2600000.0,MXN,2576479.55,136984.85,82.0,82.0,1670.5469512195123,31707.31707,19.380644,-99.179176
house,Azcapotzalco,"19.464928,-99.180214",6850000.0,MXN,6789642.79,360988.0,350.0,350.0,1031.3942857142856,19571.42857,19.464928,-99.180214
house,Coyoacan,"19.350214,-99.162146",7900000.0,MXN,7830390.83,416321.92,391.0,300.0,1064.761944,26333.33333,19.350214,-99.162146
apartment,Cuauhtemoc,"19.436024,-99.15461",1050000.0,MXN,1040748.03,55333.92,187.0,187.0,295.90331550802136,5614.973262,19.436024,-99.15461
apartment,BenitoJuarez,"19.384467,-99.135872",1860000.0,MXN,1843610.86,98020.09,85.0,85.0,1153.1775294117647,21882.35294,19.384467,-99.135872
apartment,Cuauhtemoc,"23.634501,-102.552788",2816803.0,MXN,2791321.33,148407.44,55.0,55.0,2698.317090909091,51214.6,23.634501,-102.552788
apartment,Coyoacan,"19.3246591,-99.140855",1800000.0,MXN,1784139.7,94858.16,71.0,71.0,1336.0304225352113,25352.11268,19.3246591,-99.140855
apartment,Cuauhtemoc,"19.448187,-99.161176",645000.0,MXN,639165.11,33982.78,60.0,60.0,566.3796666666666,10750.0,19.448187,-99.161176
house,VenustianoCarranza,"19.4356397539,-99.1176906602",1102365.0,MXN,1092651.59,58093.5,3300.0,98.0,17.60409091,11248.62245,19.4356397539,-99.1176906602
apartment,MiguelHidalgo,"19.444569,-99.168699",888898.0,MXN,880856.78,46832.91,59.0,59.0,793.7781355932204,15066.0678,19.444569,-99.168699
apartment,MiguelHidalgo,"19.457982,-99.19269",905000.0,MXN,896812.97,47681.26,70.0,70.0,681.1608571428571,12928.57143,19.457982,-99.19269
house,Cuajimalpa,"19.390415,-99.254997",6500000.0,USD,122255250.0,6500000.0,1153.0,1293.0,5637.467476,5027.068832,19.390415,-99.254997
house,Coyoacan,"19.350214,-99.162146",3100000.0,MXN,3071956.38,163328.09,120.0,120.0,1361.0674166666665,25833.33333,19.350214,-99.162146
apartment,Cuauhtemoc,"19.446829,-99.159454",992923.0,MXN,983940.72,52313.62,60.0,60.0,871.8936666666667,16548.71667,19.446829,-99.159454
apartment,Cuajimalpa,"19.3499358,-99.2906864",2900000.0,MXN,2874447.19,152827.03,78.0,78.0,1959.3208974358975,37179.48718,19.3499358,-99.2906864
apartment,Iztacalco,"19.412097,-99.073245",750000.0,MXN,743215.24,39514.86,60.0,60.0,658.581,12500.0,19.412097,-99.073245
apartment,Cuajimalpa,"19.392937,-99.263313",592358.0,USD,11141365.44,592358.0,165.0,165.0,3590.048485,3590.048485,19.392937,-99.263313
apartment,BenitoJuarez,"19.384068,-99.167882",4300000.0,MXN,4261101.03,226551.88,80.0,80.0,2831.8985000000002,53750.0,19.384068,-99.167882
apartment,VenustianoCarranza,"19.439759,-99.1047",970000.0,MXN,961224.94,51105.88,60.0,60.0,851.7646666666666,16166.66667,19.439759,-99.1047
apartment,Cuajimalpa,"19.36326,-99.278958",11000000.0,MXN,10900491.0,579551.32,260.0,260.0,2229.0435384615384,42307.69231,19.36326,-99.278958
house,Azcapotzalco,"19.4731507,-99.1872093",4700000.0,MXN,4785204.21,254417.11,180.0,230.0,1413.428389,20434.78261,19.4731507,-99.1872093
house,Coyoacan,"19.338696,-99.119802",3550000.0,MXN,3517885.6,187037.01,138.0,138.0,1355.3406521739132,25724.63768,19.338696,-99.119802
apartment,Cuauhtemoc,"19.430132,-99.169144",8350000.0,MXN,8274463.46,439932.13,147.0,147.0,2992.7355782312925,56802.72109,19.430132,-99.169144
apartment,Cuauhtemoc,"19.412142,-99.146127",850000.0,MXN,842510.39,44794.13,75.0,75.0,597.2550666666666,11333.33333,19.412142,-99.146127
apartment,BenitoJuarez,"23.634501,-102.552788",1771066.0,MXN,1755044.45,93311.24,60.0,60.0,1555.1873333333335,29517.76667,23.634501,-102.552788
apartment,MiguelHidalgo,"19.407269,-99.190754",14000000.0,MXN,14253799.97,757838.21,290.0,290.0,2613.2352068965515,48275.86207,19.407269,-99.190754
apartment,BenitoJuarez,"19.396593,-99.133163",8500000.0,MXN,8423106.66,447835.11,200.0,200.0,2239.17555,42500.0,19.396593,-99.133163
house,Tlalpan,"19.277895,-99.228172",940000.0,MXN,931496.41,49525.29,100.0,100.0,495.2529,9400.0,19.277895,-99.228172
house,Iztapalapa,"19.325608,-99.06112",972000.0,MXN,963206.98,51211.26,57.0,57.0,898.4431578947368,17052.63158,19.325608,-99.06112
apartment,AlvaroObregon,"19.3390684,-99.2359508",3340700.0,MXN,3342494.83,177711.93,110.0,110.0,1615.563,30386.316636363637,19.3390684,-99.2359508
house,Coyoacan,"19.328833,-99.133163",3100000.0,MXN,3071956.38,163328.09,230.0,230.0,710.1221304347825,13478.26087,19.328833,-99.133163
house,Cuauhtemoc,"19.43036,-99.170346",5500000.0,MXN,5450245.5,289775.66,220.0,220.0,1317.1620909090907,25000.0,19.43036,-99.170346
house,MiguelHidalgo,"19.409989,-99.185975",9495123.0,MXN,9409227.48,500264.64,307.0,307.0,1629.5265146579804,30928.73941,19.409989,-99.185975
apartment,BenitoJuarez,"19.35782,-99.149406",1007708.0,MXN,998591.97,53092.59,80.0,80.0,663.657375,12596.35,19.35782,-99.149406
apartment,Iztacalco,"19.392349,-99.07093",1290000.0,MXN,1278633.42,67981.68,63.0,63.0,1079.074286,20476.19048,19.392349,-99.07093
apartment,Cuauhtemoc,"19.439253,-99.163605",1099000.0,MXN,1089058.04,57902.44,48.0,48.0,1206.3008333333335,22895.83333,19.439253,-99.163605
house,Xochimilco,"19.244534,-99.102668",910000.0,MXN,901981.74,47956.07,188.0,188.0,255.08547872340426,4840.425532,19.244534,-99.102668
apartment,BenitoJuarez,"19.39365,-99.14769",2992300.0,MXN,2965933.99,157691.15,75.0,75.0,2102.5486666666666,39897.33333,19.39365,-99.14769
apartment,GustavoAMadero,"19.527836,-99.169827",652679.0,MXN,646774.66,34387.36,50.0,50.0,687.7472,13053.58,19.527836,-99.169827
apartment,BenitoJuarez,"19.403334,-99.157755",2500000.0,MXN,2477384.14,131716.2,129.0,129.0,1021.0558139534885,19379.84496,19.403334,-99.157755
apartment,MagdalenaContreras,"19.306255,-99.234777",800000.0,MXN,792762.85,42149.18,57.0,57.0,739.459298245614,14035.08772,19.306255,-99.234777
apartment,Xochimilco,"19.264442,-99.124863",890000.0,MXN,881948.8,46890.97,78.0,78.0,601.1662820512821,11410.25641,19.264442,-99.124863
house,AlvaroObregon,"19.38017,-99.245751",1000000.0,MXN,990953.65,52686.48,96.0,96.0,548.8175,10416.66667,19.38017,-99.245751
apartment,BenitoJuarez,"19.394073,-99.153915",4850000.0,MXN,4807265.26,255590.04,113.0,113.0,2261.858761,42542.17044247787,19.394073,-99.153915
